empresa,p_empresa,marca,p_marca,obra,p_obra,bloco,p_bloco,unidade,p_unidade,dt_venda,p_dt_venda_day,p_dt_venda_month,p_dt_venda_year,dt_chaves,p_dt_chaves_day,p_dt_chaves_month,p_dt_chaves_year,carteira_sd_gerencial,p_carteira_sd_gerencial,saldo_devedor,p_saldo_devedor,p_data_base_day,p_data_base_month,p_data_base_year,dias_atraso,p_dias_atraso,p_dias_atraso_category,valor_pago_atualizado,p_valor_pago_atualizado,valor_pago,p_valor_pago,vgv,p_vgv
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,322,0.13975694444444445,2020-09-10,0.3333333333333333,0.75,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,251027,0.01930976774540248,251026.73,0.019309747689148556,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,183886.72,0.016530990517663154,170294.22,0.015481292727272727,421320.95,0.020552241463414635
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,401,0.1740451388888889,2020-10-28,0.9333333333333333,0.8333333333333334,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,543020,0.04177076601763338,543020.45,0.04177080217532176,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,39871.34,0.00358434118280278,38111.1,0.0034646454545454544,581131.55,0.02834788048780488
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,407,0.17664930555555555,2020-11-30,1.0,0.9166666666666666,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,602854,0.046373381048201455,602853.77,0.046373365068142325,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,76730.34,0.00689787997174059,74871.49,0.006806499090909092,677725.26,0.0330597687804878
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,422,0.1831597222222222,2020-09-16,0.5333333333333333,0.75,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,419245,0.03224961290387593,419244.74,0.03224959409463162,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,31439.73,0.0028263589589715334,30007.81,0.0027279827272727276,449252.55,0.021914758536585366
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,501,0.21744791666666666,2020-09-22,0.7333333333333333,0.75,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,517198,0.03978445847811858,517197.52,0.0397844230240077,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,39140.64,0.0035186529440259045,37019.77,0.003365433636363636,554217.29,0.027034989756097562
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,502,0.21788194444444445,2020-08-31,1.0333333333333334,0.6666666666666666,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,249498,0.019192152369834434,249497.85,0.019192141540006646,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,177891.73,0.01599205479221498,165138.72,0.01501261090909091,414636.57,0.020226174146341463
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,516,0.22395833333333334,2020-09-15,0.5,0.75,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,363676,0.027975074771148096,363676.14,0.02797508657330423,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,72036.85,0.006475946083938651,67878.46,0.0061707690909090914,431554.6,0.021051443902439022
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,517,0.2243923611111111,2020-09-22,0.7333333333333333,0.75,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,425428,0.03272522825190552,425428.0,0.03272522946022159,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,30172.12,0.00271240375388606,28954.14,0.0026321945454545453,454382.14,0.02216498243902439
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,519,0.22526041666666666,2020-09-22,0.7333333333333333,0.75,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,425428,0.03272522825190552,425428.0,0.03272522946022159,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,30172.12,0.00271240375388606,28954.14,0.0026321945454545453,454382.14,0.02216498243902439
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,520,0.22569444444444445,2020-08-31,1.0333333333333334,0.6666666666666666,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,404920,0.03114768991171616,404920.05,0.031147694907938357,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,52206.26,0.0046932219413270155,50064.27,0.004551297272727272,454984.32,0.02219435707317073
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,524,0.22743055555555555,2020-09-22,0.7333333333333333,0.75,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,552141,0.04247238134827836,552141.43,0.04247241599341106,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,40839.89,0.0036714115860699797,38832.36,0.0035302145454545455,590973.79,0.02882798975609756
2067,0.6532869785082175,CYRELA,1,8312,0.8370594159113797,1,1.0,604,0.2621527777777778,2020-09-18,0.6,0.75,1.01,2023-07-01,0.03333333333333333,0.5833333333333334,1.0115,421679,0.032436843658704334,421678.92,0.03243683870252645,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,23498.62,0.0021124715498659703,22488.79,0.0020444354545454545,444167.71,0.02166671756097561
